,Unnamed: 0,USER,AGENT,Persuasion Strategy,User Sentiment (-1 to 1),Persona Detail,Task Info,Domain Info,INTENT,Agent Dialouge Act,Slot-Value,Value,B-I-O Tag,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25
991,991,How much would it cost me? ,It is priced at 620 EUR,3,0,,Phone,Electronics,Request,Inform,Cost-,UNK,O O O O B-Cost O,,,,,,,,,,,,,,
992,992,That is a little costly for me.,It is of your preferable brand. It has all the features that you want in your phone.,3,-1,,Phone,Electronics,Reject,LogicalAppeal,n,,O O O O O O O,,,,,,,,,,,,,,
993,993,I am in doubt whether I should spend this much or not.,For this price you are getting a lot of good features. You should buy this one.,3,-1,,Phone,Electronics,Reject,LogicalAppeal,n,,O O O O O O O O O O O O,,,,,,,,,,,,,,
994,994,Fine. Kindly book it for me.,Sure. Your order has been booked with the order id-45934624.,3,1,,Phone,Electronics,BookingReq,Booking,n,,O O O O O O,,,,,,,,,,,,,,
995,995,Thank you.,You are welcome.,3,1,,Phone,Electronics,Close,Close,n,,O O,,,,,,,,,,,,,,
996,996,73,73,,,,,,,,n,,,,,,,,,,,,,,,,
997,997,Hello. I'm looking for a present for my lovely spouse.,Hello. Please let us know which electronic gadget would you like to buy from us to gift her?,0,0,,"Camera, Laptop",Electronics,Gratitude,TaskReq,n,,O O O O O O O O O O,,,,,,,,,,,,,,
998,998,"For the time being, I am unsure. Maybe I'll be able to make up my mind after hearing your suggestions.","We have smartphones, Tabs, laptops and cameras.",2,0,,"Camera, Laptop",Electronics,SuggestionReq,Inform,n,,O O O O O O O O O O O O O O O O O O O O,,,,,,,,,,,,,,
999,999,I would prefer buying a camera. I think that will please him.,Will you please tell me if there is any preferred brand of yours?,2,0,,"Camera, Laptop",Electronics,CameraSelReq,BrandReq,n,,O O O O O O O O O O O O,,,,,,,,,,,,,,
1000,1000,"Actually, I want you to suggest me the brand.",Will you please tell me your budget?,2,0,,"Camera, Laptop",Electronics,SuggestionReq,BudgetReq,Brand-,UNK,O O O O O O O O B-Brand,,,,,,,,,,,,,,
1001,1001,It should be upto 150 EUOS.,Do you know which brand your spouse prefers?,2,0,,"Camera, Laptop",Electronics,Inform,Inform,Budget-150,150,O O O O B-Cost O,,,,,,,,,,,,,,
1002,1002,I think he will like Canon.,You should go for Canon PowerShot A300.,2,0,,"Camera, Laptop",Electronics,Inform,Recommend,Brand-Canon,Canon,O O O O O B-Brand,,,,,,,,,,,,,,
1003,1003,How much it will cost me?,It is priced at 139 EUR. This would be a lovely gift to your spouse.,2,0,,"Camera, Laptop",Electronics,Request,Inform,Cost-,UNK,O O O O B-Cost O,,,,,,,,,,,,,,
1004,1004,"Okay, will you please suggest me some laptops also?",Do you have any specific preference?,2,0,,"Camera, Laptop",Electronics,LaptopSelReq,TaskSpecificationReq,n,,O O O O O O O O O,,,,,,,,,,,,,,
1005,1005,It's something I'd like to have for my son. He needs one for studying.,Will you please tell me your budget?,2,0,,"Camera, Laptop",Electronics,Inform,BudgetReq,n,,O O O O O O O O O O O O O O,,,,,,,,,,,,,,
1006,1006,"Yes, it should be upto 1000 EUR. It should  be just with basic functions.","You can buy Acer Aspire 1 A114-31, it is priced at 999 EUR.",2,0,,"Camera, Laptop",Electronics,Request,Recommend,Budget-1000,1000,O O O O O B-Cost O O O O O O O O,,,,,,,,,,,,,,
1007,1007,I have never heard of this brand before.,Don't worry. Acer makes very good laptops. This laptop will be perfect for your son.,2,-1,,"Camera, Laptop",Electronics,Reject,EmotionalAppeal,n,,O O O O O O O O,,,,,,,,,,,,,,
1008,1008,I am really not sure?,Yes. This laptop has 15.6 inch display. It is perfect for studying.,2,-1,,"Camera, Laptop",Electronics,Reject,EmotionalAppeal,n,,O O O O O,,,,,,,,,,,,,,
1009,1009,"Okay, please book the Camera and laptop.",Sure. Your booking for both the product has been done. Your booking id is 8908**gjh.,2,1,,"Camera, Laptop",Electronics,BookingReq,BookingReq,n,,O O O O O O O,,,,,,,,,,,,,,
1010,1010,Thank you so much.,You are welcome.,2,1,,"Camera, Laptop",Electronics,Close,Close,n,,O O O O,,,,,,,,,,,,,,
1011,1011,74,74,,,,,,,,n,,,,,,,,,,,,,,,,
1012,1012,Hello. Do you have Android smartphones?,"Hello. Yes, I have a wide range of android smartphones.",0,0,,Phone,Electronic,PhoneSelReq,Inform,n,,O O O O B-OS O,,,,,,,,,,,,,,
1013,1013,I want the smartphone as a gift for my sister-in-law. She is a samsung lover.,Do you have any specific model in mind for now?,2,0,,Phone,Electronic,Inform,ModelReq,Brand-Samsung,Samsung,O O O O O O O O O O O O O B-Brand O,,,,,,,,,,,,,,
1014,1014,"Yes, this one-
http://www.extragsm.com/images/phone/big/Samsung/M220L%20Galaxy%20Neo/Samsung-M220L-Galaxy-Neo-01.png",It seems like a Samsung smartphone. You might want to go for Samsung M220L Galaxy Neo. It comes with 1500 mAh battery. This can be a beautiful gift for your sister-in-law.,2,0,,Phone,Electronic,Inform,Recommend,Brand-Samsung,Samsung,O O O O,,,,,,,,,,,,,,
1015,1015,Can you tell me about its camera. She is fond of photography.,It has a primary camera of 3.15 megapixel. It is capable of clicking sharp pictures. Your sister-in-law will love it.,2,0,,Phone,Electronic,Inform,Inform,n,,O O O O O O O O O O O O,,,,,,,,,,,,,,
1016,1016,And what is the display size?,It has 3.5 inches of display size. The screen is crisp and bright.,2,0,,Phone,Electronic,Request,TaskSpecificationReq,Display-,UNK,O O O O B-Dispaly O,,,,,,,,,,,,,,
1017,1017,How much Internal space it have?,It can store up to 4 GB data. Your sister-in-law can store many pictures in it.,2,0,,Phone,Electronic,Request,TaskSpecificationReq,Storage-,UNK,O O B-Internal space O O O,,,,,,,,,,,,,,
1018,1018,It seems insufficient. She keeps taking pictures. I think it will take no time to fill up the entire storage.,Your sister-in-law will not face any problem. She won't run out of memory soon.,2,-1,,Phone,Electronic,Reject,EmotionalAppeal,n,,O O O O O O O O O O O O O O O O O O O O,,,,,,,,,,,,,,
1019,1019,I am still doubtful. Because she keeps clicking pictures all day long.,The pictures clicked by it can easily be shared to others. And this phone is of Samsung brand. Your sister-in-law will like it.,2,-1,,Phone,Electronic,Feedback,EmotionalAppeal,n,,O O O O O O O O O O O O,,,,,,,,,,,,,,
1020,1020,"Are you sure, this will not disappoint her?",This phone is in high demand. And photography lovers ususlly buy this phone. Your sister-in-law will also find it very useful.,2,0,,Phone,Electronic,Inform,EmotionalAppeal,n,,O O O O O O O O,,,,,,,,,,,,,,
1021,1021,"Fine, I will keep your suggestion on this.","Sure, this will be an amazing gift for your sister-in-law. Is there anything else you would like to know about this phone?",2,1,,Phone,Electronic,Feedback,EmotionalAppeal,n,,O O O O O O O O,,,,,,,,,,,,,,
1022,1022,Yes. How much RAM it has?,It comes with 2GB RAM.,2,0,,Phone,Electronic,Request,Inform,RAM-,UNK,O O O B-RAM O O,,,,,,,,,,,,,,
1023,1023,Great!! How much does it weigh?,It weighs 121.8 g. It is counted as one of the best lightweight phone.,2,1,,Phone,Electronic,Request,Inform,Weight-,UNK,O O O O O B-Weight,,,,,,,,,,,,,,
1024,1024,I hope it's an Android phone.,"Yes, it has an android operating system. It was released in March 2011.",2,0,,Phone,Electronic,Inform,Inform,OS-,UNK,O O O O B-OS O,,,,,,,,,,,,,,
1025,1025,I am willing to buy it. What is the final price?,It will cost you 80 EURO. Is there anything else you would like to know about this phone?,2,1,,Phone,Electronic,BookingReq,Inform,Cost-,UNK,O O O O O O O O O O B-Cost,,,,,,,,,,,,,,
1026,1026,"No, I think this would be the best gift for her.",Indeed. She will like it a lot.,2,1,,Phone,Electronic,Feedback,EmotionalAppeal,n,,O O O O O O O O O O O,,,,,,,,,,,,,,
1027,1027,Please book it for me.,"Sure, Booking done. Is there anything else I can assist you with?",2,0,,Phone,Electronic,BookingReq,Booking,n,,O O O O O,,,,,,,,,,,,,,
1028,1028,"No, thankyou for now.",You are welcome.,2,1,,Phone,Electronic,Close,Close,n,,O O O O,,,,,,,,,,,,,,
1029,1029,75,75,,,,,,,,n,,,,,,,,,,,,,,,,
1030,1030,Hi. Can you help me select a good laptop for my sister?,Hello. We have plenty of options for you. Would you like to explore Microsoft brand. They make some really good laptops.,5,0,"Person (FavColor - NA, FavBrand - Microsoft; MSI, Age - 25, Prof : GraphicDesigner, Photographer : 0)",Laptop,Electronic,LaptopSelReq,BrandReq,n,,O O O O O O O O O O O O,,,,,,,,,,,,,,
1031,1031,I too had this similar opinon.,Any specific model from Microsoft that you want to explore first?,5,0,"Person (FavColor - NA, FavBrand - Microsoft; MSI, Age - 25, Prof : GraphicDesigner, Photographer : 0)",Laptop,Electronic,Inform,ModelReq,Model-Microsoft,Microsoft,O O O O O O,,,,,,,,,,,,,,
1032,1032,"No, I don't have any model name for now. Can you suggest a good one?","Okay, what features are you looking for? Would you like a big display size in your laptop.",5,0,"Person (FavColor - NA, FavBrand - Microsoft; MSI, Age - 25, Prof : GraphicDesigner, Photographer : 0)",Laptop,Electronic,SuggestionReq,TaskSpecificationReq,Model-,UNK,O O O O O O  O B-Model O O O O O O O O O,,,,,,,,,,,,,,
1033,1033,Show me one which has the biggest display size.,"We have some other brands other than Microsoft as well. There is one MSI model, which has the biggest display.",5,0,"Person (FavColor - NA, FavBrand - Microsoft; MSI, Age - 25, Prof : GraphicDesigner, Photographer : 0)",Laptop,Electronic,Inform,Recommend,Display-Big,Big,O O O O O O O B-Dispaly O,,,,,,,,,,,,,,
1034,1034,What is the display size?,It has a display size of 18.4 inch. It is perfect for Graphic Designers.,5,0,"Person (FavColor - NA, FavBrand - Microsoft; MSI, Age - 25, Prof : GraphicDesigner, Photographer : 0)",Laptop,Electronic,Request,Inform,Display-,UNK,O O O O B-Dispaly,,,,,,,,,,,,,,
1035,1035,What is the model name?,"MSI GT83VR 7RF Titan SLI, and has Intel Core i7-7820HK processing.",5,0,"Person (FavColor - NA, FavBrand - Microsoft; MSI, Age - 25, Prof : GraphicDesigner, Photographer : 0)",Laptop,Electronic,Request,Inform,Model-,UNK,O O O B-Model O,,,,,,,,,,,,,,
1036,1036,That is fine but how's the review and rating from customers?,This model is yet to be rated.,5,1,"Person (FavColor - NA, FavBrand - Microsoft; MSI, Age - 25, Prof : GraphicDesigner, Photographer : 0)",Laptop,Electronic,Request,Inform,Rating-,UNK,O O O O O O O O O O O,,,,,,,,,,,,,,
1037,1037,It is unrated yet!! How can I be assure that it is a good device?,MSI laptops are popular devices. This model is highly popular among graphic designers.,5,-1,"Person (FavColor - NA, FavBrand - Microsoft; MSI, Age - 25, Prof : GraphicDesigner, Photographer : 0)",Laptop,Electronic,FeedbackReq,PersonaAppeal,n,,O O O O O O O O O O O O O O O,,,,,,,,,,,,,,
1038,1038,"I do a lot of graphic design work. So, I am concerned if this device turns out a waste of money.","You don't need to worry, MSI laptops are reliable. And this laptop has huge storage capacity for all your graphic design works.",5,-1,"Person (FavColor - NA, FavBrand - Microsoft; MSI, Age - 25, Prof : GraphicDesigner, Photographer : 0)",Laptop,Electronic,FeedbackReq,PersonaAppeal,n,,O O O O O O O O O O O O O O O O O O O O O,,,,,,,,,,,,,,
1039,1039,How much storage does it have?,It has 256 GB SSD (SATA)/1TB HDD storage capacity.,5,0,"Person (FavColor - NA, FavBrand - Microsoft; MSI, Age - 25, Prof : GraphicDesigner, Photographer : 0)",Laptop,Electronic,Request,Inform,Storage-,UNK,O O B-Storage O O O,,,,,,,,,,,,,,
1040,1040,"No, I don't think that 1TB HDD would be sufficient for me",It comes with 256 GB SSD which will make your laptop faster. It will be more than sufficient for you.,5,-1,"Person (FavColor - NA, FavBrand - Microsoft; MSI, Age - 25, Prof : GraphicDesigner, Photographer : 0)",Laptop,Electronic,Reject,Inform,n,,O O O O O O I-Storage O O O O O,,,,,,,,,,,,,,
1041,1041,And what about it's graphics card?,It have NVIDIA GeForce GTX 1080 (8 GB) SLI graphics card. It can easily handle your graphic design softwares smoothly.,5,0,"Person (FavColor - NA, FavBrand - Microsoft; MSI, Age - 25, Prof : GraphicDesigner, Photographer : 0)",Laptop,Electronic,Request,Inform,GPU-,UNK,O O O O B-GPU O,,,,,,,,,,,,,,
1042,1042,"Alright, can you book this for me?","Sure, Booking done. Your booking id is FBGNRR34.",5,0,"Person (FavColor - NA, FavBrand - Microsoft; MSI, Age - 25, Prof : GraphicDesigner, Photographer : 0)",Laptop,Electronic,BookingReq,Booking,n,,O O O O O O O,,,,,,,,,,,,,,
1043,1043,Perfect. Thank you for helping me out,You are welcome.,5,1,"Person (FavColor - NA, FavBrand - Microsoft; MSI, Age - 25, Prof : GraphicDesigner, Photographer : 0)",Laptop,Electronic,Close,Close,n,,O O O O O O O,,,,,,,,,,,,,,
1044,1044,76,76,,,,,,,,n,,,,,,,,,,,,,,,,
1045,1045,Good Morning. Do you have a camera?,"Good Morning. Yes, we have a wide range of the camera.",0,0,,Camera,Electronic,CameraSelReq,Inform,n,,O O O O O O O,,,,,,,,,,,,,,
1046,1046,"Great, I want one of the Canon brands.",We have a lot of option. Please add some more specification.,3,0,,Camera,Electronic,Inform,TaskSpecificationReq,Brand-Canon,Canon,O O O O O O B-Brand O,,,,,,,,,,,,,,
1047,1047,I want a good quality of focus range.,Do you have any price range?,3,0,,Camera,Electronic,Inform,BudgetReq,Normal Focus Range-Good,Good,O O O O O O OB-FocusO,,,,,,,,,,,,,,
1048,1048,"Yes, please show me in between 200 EUR range.","Okay, please see Agfa ePhoto 1280, and it has a 70 Normal focus range.",3,0,,Camera,Electronic,Inform,Recommend,Budget-200,200,O O O O O O B-Cost O O,,,,,,,,,,,,,,
1049,1049,Can you tell me about its features?,"It has 1024 max resolution, 38 Zoom wide, 114 Zoom tele.",3,0,,Camera,Electronic,Request,Inform,n,,O O O O O O O,,,,,,,,,,,,,,
1050,1050,Is it enough for taking good pictures?,Yes this camera gives you very sharp and adaptive pictures.You will definitely love the picture quality.,3,-1,,Camera,Electronic,SuggestionReq,PersonaAppeal,n,,O O O O O O O,,,,,,,,,,,,,,
1051,1051,What about its storage?,It has 4 GB of Storage.,3,0,,Camera,Electronic,Request,Inform,Storage-,UNK,O O O B-Storage,,,,,,,,,,,,,,
1052,1052,I don't think that this much storage is enough because I am fond of taking pictures.,You will not run out of space for sure as 4 GB storage is enough for storing all the pictures taken by you.,3,-1,,Camera,Electronic,Reject,PersonaAppeal,n,,O O O O O O B-Storage O O O O O O O O O,,,,,,,,,,,,,,
1053,1053,I am still in doubt.,You can also transfer your pictures from this device to another storage media.This camera has this option too.,3,-1,,Camera,Electronic,SuggestionReq,LogicalAppeal,n,,O O O O O,,,,,,,,,,,,,,
1054,1054,Great. Please tell me about its price.,It has 179 EUR.,3,1,,Camera,Electronic,Request,Inform,Cost-,UNK,O O O O O O B-Cost,,,,,,,,,,,,,,
1055,1055,I doubt this product.,"It is a top-rated and trustworthy product. If you need any help, our technical team will help you.",3,-1,,Camera,Electronic,Feedback,Inform,n,,O O O O,,,,,,,,,,,,,,
1056,1056,"Okay, please book this product for me.",Okay. Booking done. Is there anything else I can assist you with?,3,1,,Camera,Electronic,BookingReq,Booking,n,,O O O O O O O,,,,,,,,,,,,,,
1057,1057,No. Thanks,"Welcome, please visit again.",3,0,,Camera,Electronic,Close,Close,n,,O O,,,,,,,,,,,,,,
1058,1058,77,77,,,,,,,,n,,,,,,,,,,,,,,,,
1059,1059,"Hello, do you sell the phone?",Hello. We sell much range of phones.,0,0,"Person (FavColor - Black, FavBrand - Samsung;Gionee, Age - NA, Prof : GraphicDesigner : 0, Photographer : 1)",Phone,Electronic,PhoneSelReq,Inform,n,,O O O O O O,,,,,,,,,,,,,,
1060,1060,I want one having 4 GB of ram.,Please see Samsung Galaxy J7 Max with 4 GB RAM.,5,0,"Person (FavColor - Black, FavBrand - Samsung;Gionee, Age - NA, Prof : GraphicDesigner : 0, Photographer : 1)",Phone,Electronic,Inform,PersonaAppeal,RAM-4,4,O O O O B-RAM O O O,,,,,,,,,,,,,,
1061,1061,Great!! I was actually searching for Samsung brand.,It is also available in your preferred black colour.,5,1,"Person (FavColor - Black, FavBrand - Samsung;Gionee, Age - NA, Prof : GraphicDesigner : 0, Photographer : 1)",Phone,Electronic,Gratitude,PersonaAppeal,Brand-Samsung,Samsung,O O O O O O B-Brand O,,,,,,,,,,,,,,
1062,1062,Please tell me about its features.,"It has a 3300mAh battery, 4 GB RAM, 13 secondary camera, 13 secondary camera.",5,0,"Person (FavColor - Black, FavBrand - Samsung;Gionee, Age - NA, Prof : GraphicDesigner : 0, Photographer : 1)",Phone,Electronic,Request,Inform,n,,O O O O O O,,,,,,,,,,,,,,
1063,1063,"All quality is good, buy battery capacity is low. Don't you have a 4000 mAh battery?","We have, but do you have any price range?",5,-1,"Person (FavColor - Black, FavBrand - Samsung;Gionee, Age - NA, Prof : GraphicDesigner : 0, Photographer : 1)",Phone,Electronic,Feedback,BudgetReq,Battery-4000,4000,O O O O O O  O O O O O O O B-Battery O O,,,,,,,,,,,,,,
1064,1064,It is between 300 EUR?,"Please see Gionee A1, and the price is 280 EUR.",5,0,"Person (FavColor - Black, FavBrand - Samsung;Gionee, Age - NA, Prof : GraphicDesigner : 0, Photographer : 1)",Phone,Electronic,Request,PersonaAppeal,Budget-300,300,O O O B-Cost O,,,,,,,,,,,,,,
1065,1065,What about its features.,"It has a 4010 mAh battery, 4 GB RAM, 13 MP primary camera, 16 MP secondary camera.",5,0,"Person (FavColor - Black, FavBrand - Samsung;Gionee, Age - NA, Prof : GraphicDesigner : 0, Photographer : 1)",Phone,Electronic,Request,Recommend,Feature-,UNK,O O O O,,,,,,,,,,,,,,
1066,1066,What about its price?,The price is 280 EUR.,5,0,"Person (FavColor - Black, FavBrand - Samsung;Gionee, Age - NA, Prof : GraphicDesigner : 0, Photographer : 1)",Phone,Electronic,Request,Inform,Cost-,UNK,O O O B-Cost,,,,,,,,,,,,,,
1067,1067,I doubt that whether it will be okay for my daily use or not.,It is a top-rated and trustworthy product. You will not find any difficulty while using this smartphone.,5,-1,"Person (FavColor - Black, FavBrand - Samsung;Gionee, Age - NA, Prof : GraphicDesigner : 0, Photographer : 1)",Phone,Electronic,SuggestionReq,PersonaAppeal,n,,O O O O O O O O O O O O O O,,,,,,,,,,,,,,
1068,1068,What if I find any technical issues regarding this smartphone?,"If you need any help, our technical team will help you.",5,-1,"Person (FavColor - Black, FavBrand - Samsung;Gionee, Age - NA, Prof : GraphicDesigner : 0, Photographer : 1)",Phone,Electronic,Request,OtherHelp,n,,O O O O O O O O O O,,,,,,,,,,,,,,
1069,1069,"Okay, I want to buy it.",Okay. Booking done. Is there anything else I can assist you with?,5,1,"Person (FavColor - Black, FavBrand - Samsung;Gionee, Age - NA, Prof : GraphicDesigner : 0, Photographer : 1)",Phone,Electronic,BookingReq,Booking,n,,O O O O O O,,,,,,,,,,,,,,
1070,1070,I want a camera also.,"Yes, we have. Do you have any brand-specific?",5,0,"Person (FavColor - Black, FavBrand - Samsung;Gionee, Age - NA, Prof : GraphicDesigner : 0, Photographer : 1)",Camera,Electronic,CameraSelReq,BrandReq,n,,O O O O O,,,,,,,,,,,,,,
1071,1071,"Yes, I want the Canon brand.",We have a lot of option. Please add some more specification.,5,0,"Person (FavColor - Black, FavBrand - Samsung;Gionee, Age - NA, Prof : GraphicDesigner : 0, Photographer : 1)",Camera,Electronic,Inform,TaskSpecificationReq,Brand-Canon,Canon,O O O O B-Brand O,,,,,,,,,,,,,,
1072,1072,I want a good quality of focus range.,Do you have any price range?,5,0,"Person (FavColor - Black, FavBrand - Samsung;Gionee, Age - NA, Prof : GraphicDesigner : 0, Photographer : 1)",Camera,Electronic,Inform,BudgetReq,Normal Focus Range-good,good,O O O O O O B-FocusRange O,,,,,,,,,,,,,,
1073,1073,Yes please show me in between 200 EUR range.,"Okay, please see Agfa ePhoto 1280, and it has a 70 Normal focus range.",5,0,"Person (FavColor - Black, FavBrand - Samsung;Gionee, Age - NA, Prof : GraphicDesigner : 0, Photographer : 1)",Camera,Electronic,Inform,Recommend,Cost-200,200,O O O O O O B-Cost O O,,,,,,,,,,,,,,
1074,1074,Can you tell me about its features?,"It has 1024 max resolution, 38 Zoom wide, 114 Zoom tele.",5,0,"Person (FavColor - Black, FavBrand - Samsung;Gionee, Age - NA, Prof : GraphicDesigner : 0, Photographer : 1)",Camera,Electronic,Request,Recommend,Feature-,UNK,O O O O O O O,,,,,,,,,,,,,,
1075,1075,I doubt the picture quality of the pictures taken from this camera.,You are definitely going to love the picture quality. This a one of the most picked cameras by photographers like you.,5,-1,"Person (FavColor - Black, FavBrand - Samsung;Gionee, Age - NA, Prof : GraphicDesigner : 0, Photographer : 1)",Camera,Electronic,Feedback,PersonaAppeal,n,,O O O O O O O O O O O O,,,,,,,,,,,,,,
1076,1076,What about its storage?,It has 4 GB of Storage.,5,0,"Person (FavColor - Black, FavBrand - Samsung;Gionee, Age - NA, Prof : GraphicDesigner : 0, Photographer : 1)",Camera,Electronic,Request,Inform,Storage-,UNK,O O O B-Storage,,,,,,,,,,,,,,
1077,1077,I don't think it will be enough because I click a lot of pictures on daily basis.,It will be enough and also you can transfer the pictures in some other storage device as well.,5,-1,"Person (FavColor - Black, FavBrand - Samsung;Gionee, Age - NA, Prof : GraphicDesigner : 0, Photographer : 1)",Camera,Electronic,Feedback,PersonalAppeal,n,,O O O O O O O O O O O O O O O O O,,,,,,,,,,,,,,
1078,1078,Please tell me about its price.,It has 179 EUR.,5,0,"Person (FavColor - Black, FavBrand - Samsung;Gionee, Age - NA, Prof : GraphicDesigner : 0, Photographer : 1)",Camera,Electronic,Request,Inform,Cost-,UNK,O O O O O B-Cost,,,,,,,,,,,,,,
1079,1079,I doubt this product.,"It is a top-rated and trustworthy product. If you need any help, our technical team will help you.",5,-1,"Person (FavColor - Black, FavBrand - Samsung;Gionee, Age - NA, Prof : GraphicDesigner : 0, Photographer : 1)",Camera,Electronic,Reject,PersonalAppeal,n,,O O O O,,,,,,,,,,,,,,
1080,1080,"Okay, please book this product for me.",Okay. Booking done. Is there anything else I can assist you with?,5,1,"Person (FavColor - Black, FavBrand - Samsung;Gionee, Age - NA, Prof : GraphicDesigner : 0, Photographer : 1)",Camera,Electronic,BookingReq,Booking,n,,O O O O O O O,,,,,,,,,,,,,,
1081,1081,No.Thanks,"Welcome, please visit again.",5,0,"Person (FavColor - Black, FavBrand - Samsung;Gionee, Age - NA, Prof : GraphicDesigner : 0, Photographer : 1)",Camera,Electronic,Close,Close,n,,No.Thanks,,,,,,,,,,,,,,
1082,1082,78,78,,,,,,,,n,,,,,,,,,,,,,,,,
1083,1083,"Hello, do you sell phone and camera?",Hello. We sell much range of phones and cameras.,0,0,,"Phone, Camera",Electronic,PhoneSelReq,Inform,n,,O O O O O O O,,,,,,,,,,,,,,
1084,1084,I want to buy both camera and a phone.,So which one I shall show you first?,0,0,,"Phone, Camera",Electronic,Inform,Request,n,,O O O O O O O O O,,,,,,,,,,,,,,
1085,1085,Please show me a phone first.,Do you have any specification preferences?,0,0,,Phone,Electronic,Request,BrandReq,n,,O O O O O O,,,,,,,,,,,,,,
1086,1086,"Yes, I want a Samsung model.",We have a lot of option. Please let me know if you have any specification preference in your mind.,3,0,,Phone,Electronic,Inform,TaskSpecificationReq,Brand-Samsung,Samsung,O O O O B-Brand O,,,,,,,,,,,,,,
1087,1087,I want my phone to have 4 GB RAM and good camera quality.,Alright. Please see Samsung Galaxy J7 Max. It has all that you asked for. It is available in black colour.,3,0,,Phone,Electronic,Inform,Recommend,"RAM-4, 
Camera-good","4, good",O O O O O O B-RAM O O O O B-Camera O,,,,,,,,,,,,,,
1088,1088,Please tell me about its features.,"It has a 3300 mAh battery, 13 secondary camera, 13 secondary camera.",3,0,,Phone,Electronic,Request,LogicalAppeal,n,,O O O O O O,,,,,,,,,,,,,,
1089,1089,I don't think 3300 mAh battery will be enough for daily use.,"This much battery will last longer and since it comes from popular brand Samsung ,you need not to worry about it.",3,-1,,Phone,Electronic,Feedback,LogicalAppeal,Battery-3300,3300,O O O B-Battery O O O O O O O O,,,,,,,,,,,,,,
1090,1090,"Okay, tell me about its price.",It will cost you 250 EUR.,3,1,,Phone,Electronic,Request,Inform,Cost-,UNK,O O O O O B-Cost,,,,,,,,,,,,,,
1091,1091,"Okay, book it for me and show camera.","Okay, do you have any model in your mind?",3,1,,"Phone, Camera",Electronic,BookingReq,ModelReq,n,,O O O O O O O O,,,,,,,,,,,,,,
1092,1092,"Yes, I want the Canon brand.",We have a lot of option. Please add some more specification.,3,0,,Camera,Electronic,Inform,TaskSpecificationReq,Brand-Canon,Canon,O O O O B-Brand O,,,,,,,,,,,,,,
1093,1093,I want a good quality of focus range.,Do you have any price range?,3,0,,Camera,Electronic,Inform,BudgetReq,Normal Focus Range-good,good,O O O O O O B-FocusRange O,,,,,,,,,,,,,,
1094,1094,Yes please show me in between 200 EUR range.,"Okay, please see Agfa ePhoto 1280, and it has a 70 Normal focus range.",3,0,,Camera,Electronic,Inform,LogicalAppeal,Budget-200,200,O O O O O O B-Cost O O,,,,,,,,,,,,,,
1095,1095,Can you tell me about its features?,"It has 1024 max resolution, 38 Zoom wide, 114 Zoom tele.",3,0,,Camera,Electronic,Request,LogicalAppeal,Feature-,UNK,O O O O O O O,,,,,,,,,,,,,,
1096,1096,What about its storage?,It has 4 GB of Storage.,3,0,,Camera,Electronic,Request,LogicalAppeal,Storage-,UNK,O O O B-Storage,,,,,,,,,,,,,,
1097,1097,I don't think it will be enough because I click a lot of pictures on daily basis.,It will be enough and also you can transfer the pictures in some other storage device as well.,3,-1,,Camera,Electronic,Feedback,LogicalAppeal,n,,O O O O O O O O O O O O O O O O O,,,,,,,,,,,,,,
1098,1098,Please tell me about its price.,It has 179 EUR.,3,0,,Camera,Electronic,Request,Inform,Cost-,UNK,O O O O O B-Cost,,,,,,,,,,,,,,
1099,1099,I doubt this product.,It is a top-rated and trustworthy product.,3,-1,,Camera,Electronic,Reject,Recommend,n,,O O O O,,,,,,,,,,,,,,
1100,1100,What if I find any technical issues related to this camera?,"Rest assured.If you need any help, our technical team will help you.",3,-1,,Camera,Electronic,Request,OtherHelp,n,,O O O O O O O O O O O,,,,,,,,,,,,,,
1101,1101,"Okay, please book this product for me.",Okay. Booking done. Is there anything else I can assist you with?,3,1,,Camera,Electronic,BookingReq,Booking,n,,O O O O O O O,,,,,,,,,,,,,,
1102,1102,No.Thanks,"Welcome, please visit again.",3,0,,Camera,Electronic,Close,Close,n,,No.Thanks,,,,,,,,,,,,,,
1103,1103,79,79,,,,,,,,n,,,,,,,,,,,,,,,,
1104,1104,Good Morning. I want a camera.,Good Morning. We have a lot of variety. Can you please tell me if you have any specification which you want it to have?,0,0,,Camera,Electronic,CameraSelReq,BrandReq,n,,O O O O O O,,,,,,,,,,,,,,
1105,1105,I want an Epson brand.,We have a lot of option from the Epson brand. Please add some more details.,0,0,,Camera,Electronic,Inform,TaskSpecificationReq,Brand-Epson,Epson,O O O B-Brand O,,,,,,,,,,,,,,
1106,1106,Just show me the best camera in the Epson brand.,Do you have any price preference?,1,0,,Camera,Electronic,Feedback,BudgetReq,n,,O O O O O O O O B-Brand O,,,,,,,,,,,,,,
1107,1107,Please show me in between 300 EUR.,Please see Epson PhotoPC L-400 with 129 EUR.,1,0,,Camera,Electronic,Inform,Recommend,Budget-300,300,O O O O O B-Cost O,,,,,,,,,,,,,,
1108,1108,Tell me about its features.,"It has 2304 Max resolution, 4 Effective pixels, 16 GB Storage.",1,0,,Camera,Electronic,Request,CreadibilityAppeal,Feature-,UNK,O O O O O,,,,,,,,,,,,,,
